"id","sub_district_id","province_id","city_id","district_id","name"
"1","2001","11","1","1","Keude Bakongan"
"2","2002","11","1","1","Ujong Mangki"
"3","2003","11","1","1","Ujong Padang"
"4","2004","11","1","1","Gampong Drien"
"5","2015","11","1","1","Darul Ikhsan"
"6","2016","11","1","1","Padang Beurahan"
"7","2017","11","1","1","Gampong Baro"
"8","2001","11","1","2","Fajar Harapan"
"9","2002","11","1","2","Krueng Batee"
"10","2003","11","1","2","Pasi Kuala Asahan"
"11","2004","11","1","2","Gunung Pulo"
"12","2005","11","1","2","Pulo Ie I"
"13","2006","11","1","2","Jambo Manyang"
"14","2007","11","1","2","Simpang Empat"
"15","2008","11","1","2","Limau Purut"
"16","2009","11","1","2","Pulo Kambing"
"17","2010","11","1","2","Kampung Paya"
"18","2011","11","1","2","Krueng Batu"
"19","2012","11","1","2","Krueng Kluet"
"20","2013","11","1","2","Alur Mas"
"21","2014","11","1","2","Kampung Tinggi"
"22","2015","11","1","2","Ruak"
"23","2016","11","1","2","Simpang Lhee"
"24","2017","11","1","2","Suaq Geuringgeng"
"25","2018","11","1","2","Pasi Kuala Ba'u"
"26","2019","11","1","2","Kedai Padang"
"27","2020","11","1","2","Kotafajar"
"28","2021","11","1","2","Gunung Pudung"
"29","2001","11","1","3","Suaq Bakung"
"30","2002","11","1","3","Rantau Binuang"
"31","2003","11","1","3","Barat Daya"
"32","2004","11","1","3","Sialang"
"33","2005","11","1","3","Kapeh"
"34","2006","11","1","3","Pulo Ie"
"35","2007","11","1","3","Kedai Runding"
"36","2008","11","1","3","Kedai Kandang"
"37","2009","11","1","3","Gampong Luar"
"38","2010","11","1","3","Ujung"
"39","2011","11","1","3","Jua"
"40","2012","11","1","3","Pasi Meurapat"
"41","2013","11","1","3","Ujung Pasir"
"42","2014","11","1","3","Geulumbuk"
"43","2015","11","1","3","Pasie Lembang"
"44","2016","11","1","3","Ujung Padang"
"45","2017","11","1","3","Indra Damai"
"46","2001","11","1","4","Bakau Hulu"
"47","2002","11","1","4","Padang Bakau"
"48","2003","11","1","4","Manggis Harapan"
"49","2004","11","1","4","Pasar Lama"
"50","2005","11","1","4","Apha"
"51","2006","11","1","4","Ujung Batu"
"52","2007","11","1","4","Pawoh"
"53","2008","11","1","4","Dalam"
"54","2009","11","1","4","Kota Palak"
"55","2010","11","1","4","Cacang"
"56","2011","11","1","4","Tengah Pisang"
"57","2012","11","1","4","Pisang"
"58","2013","11","1","4","Hulu Pisang"
"59","2014","11","1","4","Tengah Baru"
"60","2015","11","1","4","Lembah Baru"
"61","2016","11","1","4","Padang Baru"
"62","2001","11","1","5","Kuta Buloh II"
"63","2002","11","1","5","Kuta Buloh I"
"64","2003","11","1","5","Ie Dingen"
"65","2004","11","1","5","Drien Jalo"
"66","2005","11","1","5","Jambo Papeun"
"67","2006","11","1","5","Buket Meuh"
"68","2007","11","1","5","Blang Kuala"
"69","2008","11","1","5","Rot Teungoh"
"70","2009","11","1","5","Alue Baro"
"71","2010","11","1","5","Ladang Tuha"
"72","2011","11","1","5","Lhok Mamplam"
"73","2012","11","1","5","Arun Tunggai"
"74","2013","11","1","5","Blang Teungoh"
"75","2014","11","1","5","Blang Bladeh"
"76","2015","11","1","5","Ie Buboh"
"77","2016","11","1","5","Keude Meukek"
"78","2017","11","1","5","Kuta Baro"
"79","2018","11","1","5","Tanjung Harapan"
"80","2019","11","1","5","Labuhan Tarok"
"81","2020","11","1","5","Lhok Aman"
"82","2021","11","1","5","Alue Meutuah"
"83","2022","11","1","5","Ladang Baro"
"84","2023","11","1","5","Labuhan Tarok II"
"85","2001","11","1","6","Dalam"
"86","2002","11","1","6","Subarang"
"87","2003","11","1","6","Kuta Baru"
"88","2004","11","1","6","Gunung Ketek"
"89","2005","11","1","6","Ladang Panton Luas"
"90","2006","11","1","6","Madat"
"91","2007","11","1","6","Alur Seumerah"
"92","2008","11","1","6","Tengah"
"93","2009","11","1","6","Gunung Cut"
"94","2010","11","1","6","Alur Pinang"
"95","2011","11","1","6","Kuta Blang"
"96","2012","11","1","6","Batee Tunggai"
"97","2013","11","1","6","Ujung Tanah"
"98","2014","11","1","6","Ujung Kampung"
"99","2015","11","1","6","Jilatang"
"100","2016","11","1","6","Luar"
"101","2017","11","1","6","Lubuk Layu"
"102","2018","11","1","6","Suaq Hulu"
"103","2019","11","1","6","Tampang"
"104","2020","11","1","6","Payonan Gadang"
"105","2021","11","1","6","Gadang"
"106","2022","11","1","6","Baru"
"107","2023","11","1","6","Ladang Kasik Putih"
"108","2024","11","1","6","Air Sialang Hilir."
"109","2025","11","1","6","Air Sialang Hulu"
"110","2026","11","1","6","Air Sialang Tengah"
"111","2027","11","1","6","Balai"
"112","2028","11","1","6","Arafah"
"113","2001","11","1","7","Sikulat"
"114","2002","11","1","7","Sawang I"
"115","2003","11","1","7","Meuligo"
"116","2004","11","1","7","Lhok Pawoh"
"117","2005","11","1","7","Sawang II"
"118","2006","11","1","7","Ujung Karang"
"119","2007","11","1","7","Trieng Meuduro Baroh"
"120","2008","11","1","7","Trieng Meuduro Tunong"
"121","2009","11","1","7","Panton Luas"
"122","2010","11","1","7","Simpang Tiga"
"123","2011","11","1","7","Kuta Baro"
"124","2012","11","1","7","Blang Geulinggang"
"125","2013","11","1","7","Mutiara"
"126","2014","11","1","7","Ujung Padang"
"127","2015","11","1","7","Sawang Ba'u"
"128","2001","11","1","8","Lhok Keutapang"
"129","2002","11","1","8","Hilir"
"130","2003","11","1","8","Padang"
"131","2004","11","1","8","Hulu"
"132","2005","11","1","8","Jambo Apha"
"133","2006","11","1","8","Tepi Air"
"134","2007","11","1","8","Pasar"
"135","2008","11","1","8","Lhok Bengkuang"
"136","2009","11","1","8","Panton Luas"
"137","2010","11","1","8","Gunung Kerambil"
"138","2011","11","1","8","Air Berudang"
"139","2012","11","1","8","Batu Itam"
"140","2013","11","1","8","Panjupian"
"141","2014","11","1","8","Lhok Rukam"
"142","2015","11","1","8","Air Pinang"
"143","2016","11","1","8","Lhok Bengkuang Timur"
"144","2001","11","1","9","Keude Trumon"
"145","2002","11","1","9","Ujong Tanoh"
"146","2003","11","1","9","Sigleng"
"147","2004","11","1","9","Ie Meudama"
"148","2005","11","1","9","Tuepin Tinggi"
"149","2006","11","1","9","Kuta Baro"
"150","2007","11","1","9","Panton Bilie"
"151","2012","11","1","9","Kuta Padang"
"152","2013","11","1","9","Raket"
"153","2014","11","1","9","Gampong Teungoh"
"154","2015","11","1","9","Seuneubok  Jaya"
"155","2016","11","1","9","Padang Harapan"
"156","2001","11","1","10","Ladang Teungoh"
"157","2002","11","1","10","Pucok Krueng"
"158","2003","11","1","10","Silolo"
"159","2004","11","1","10","Kampung Baru"
"160","2005","11","1","10","Panton Bili"
"161","2006","11","1","10","Paya Ateuk"
"162","2007","11","1","10","Ladang Tuha"
"163","2008","11","1","10","Mata Ie"
"164","2009","11","1","10","Ujong Batee"
"165","2010","11","1","10","Lhok Sialang Cut"
"166","2011","11","1","10","Seuneubok"
"167","2012","11","1","10","Ie Mirah"
"168","2013","11","1","10","Pasie Rasian"
"169","2014","11","1","10","Ujung Padang Rasian"
"170","2015","11","1","10","Krueng Kalee"
"171","2016","11","1","10","Lhok Sialang Rayeuk"
"172","2017","11","1","10","Gampong Baro"
"173","2018","11","1","10","Teupin Gajah"
"174","2019","11","1","10","Ujung Padang Asahan"
"175","2020","11","1","10","Pulo Ie II"
"176","2021","11","1","10","Pante Raja"
"177","2001","11","1","11","Tengah Peulumat"
"178","2002","11","1","11","Paya Peulumat"
"179","2003","11","1","11","Padang Peulumat"
"180","2004","11","1","11","Aur Peulumat"
"181","2005","11","1","11","Limau Saring"
"182","2006","11","1","11","Beutong"
"183","2007","11","1","11","Peuneulop"
"184","2008","11","1","11","Gunung Rotan"
"185","2009","11","1","11","Keumumu  Hilir"
"186","2010","11","1","11","Keumumu Hulu"
"187","2011","11","1","11","Keumumu Seberang"
"188","2012","11","1","11","Sawang Indah"
"189","2001","11","1","12","Tutong"
"190","2002","11","1","12","Teungoh Iboh"
"191","2003","11","1","12","Peulokan"
"192","2004","11","1","12","Kuta Iboh"
"193","2005","11","1","12","Ujung Padang"
"194","2006","11","1","12","Blang Baru"
"195","2007","11","1","12","Blang Poroh"
"196","2008","11","1","12","Pulo Ie"
"197","2009","11","1","12","Suak Lokan"
"198","2010","11","1","12","Iku Lhueng"
"199","2011","11","1","12","Kuta Trieng"
"200","2012","11","1","12","Pante Geulima"
"201","2013","11","1","12","Panton Pawoh"
"202","2014","11","1","12","Batee Meucanang"
"203","2015","11","1","12","Panton Rubek"
"204","2001","11","1","13","Koto"
"205","2002","11","1","13","Alur Keujrun"
"206","2003","11","1","13","Jambo Papan"
"207","2004","11","1","13","Malaka"
"208","2005","11","1","13","Koto Indarung"
"209","2006","11","1","13","Siurai-Urai"
"210","2007","11","1","13","Kampung Sawah"
"211","2008","11","1","13","Kampung Padang"
"212","2009","11","1","13","Pulo Air"
"213","2010","11","1","13","Lawe Melang"
"214","2011","11","1","13","Mersak"
"215","2012","11","1","13","Simpang Dua"
"216","2013","11","1","13","Simpang Tiga"
"217","2001","11","1","14","Paya Dapur"
"218","2002","11","1","14","Sapik"
"219","2003","11","1","14","Alai"
"220","2004","11","1","14","Durian Kawan"
"221","2005","11","1","14","Lawe Sawah"
"222","2006","11","1","14","Lawe Buluh Didi"
"223","2007","11","1","14","Pucuk Lembang"
"224","2008","11","1","14","Paya Laba"
"225","2009","11","1","14","Lawe Cimanok"
"226","2001","11","1","15","Pasie Seubadeh"
"227","2002","11","1","15","Ladang Rimba"
"228","2003","11","1","15","Ujong Pulo Rayeuk"
"229","2004","11","1","15","Sawah Tingkeum"
"230","2005","11","1","15","Simpang"
"231","2006","11","1","15","Ujong Pulo Cut"
"232","2008","11","1","15","Seuleukat"
"233","2005","11","1","16","Pinto Rimba"
"234","2006","11","1","16","Krueng Luas"
"235","2007","11","1","16","Jambo Dalem"
"236","2008","11","1","16","Kapa Sesak"
"237","2009","11","1","16","Seuneubok Punto"
"238","2010","11","1","16","Seuneubok Pusaka"
"239","2011","11","1","16","Alur Bujok"
"240","2012","11","1","16","Titi Poben"
"241","2001","11","1","17","Buket Gadeng"
"242","2002","11","1","17","Rambong"
"243","2003","11","1","17","Seuneubok  Keuranji"
"244","2004","11","1","17","Seuneubok  Alur Buloh"
"245","2005","11","1","17","Ujong Tanoh"
"246","2006","11","1","17","Ujong Gunong Cut"
"247","2007","11","1","17","Ujong Gunung Rayeuk"
"248","2008","11","1","17","Beutong"
"249","2009","11","1","17","Jambo Keupok"
"250","2010","11","1","17","Alurduamas"
"251","2001","11","1","18","Ladang Rimba"
"252","2002","11","1","18","Gunong Kapho"
"253","2003","11","1","18","Kampong Teungoh"
"254","2004","11","1","18","Krueng Batee"
"255","2005","11","1","18","Pulo Paya"
"256","2006","11","1","18","Jambo Papeun"
"257","2007","11","1","18","Cot Bayu"
"258","2008","11","1","18","Naca"
"259","2009","11","1","18","Ie Jeureuneh"
"260","2010","11","1","18","Lhok Raya"
"261","2001","11","2","1","Engkeran"
"262","2002","11","2","1","Rumah Kampung"
"263","2004","11","2","1","Pasir Bangun"
"264","2006","11","2","1","Kubu"
"265","2007","11","2","1","Lawe Kongker"
"266","2008","11","2","1","Kuta Cingkam II"
"267","2009","11","2","1","Muara Baru"
"268","2011","11","2","1","Kuta Batu I"
"269","2012","11","2","1","Kuta Cingkam I"
"270","2013","11","2","1","Kuta Batu II"
"271","2014","11","2","1","Lawe Sempilang"
"272","2015","11","2","1","Prapat Batu Nunggul"
"273","2016","11","2","1","Pulo Sepang"
"274","2017","11","2","1","Rih Mbelang"
"275","2018","11","2","1","Kute Batu Baru"
"276","2019","11","2","1","Darul Amin"
"277","2020","11","2","1","Lawe Lubang Indah"
"278","2021","11","2","1","Batu Hamparan"
"279","2022","11","2","1","Paye Munje"
"280","2023","11","2","1","Pulo Ndapdap"
"281","2024","11","2","1","Pasir Nunggul"
"282","2025","11","2","1","Cingkham Mekhanggun"
"283","2026","11","2","1","Pintu Khimbe"
"284","2027","11","2","1","Lawe Kongker Hilir"
"285","2028","11","2","1","Pulo Gadung"
"286","2029","11","2","1","Pasikh Pehkmate"
"287","2030","11","2","1","Pasikh Nunang"
"288","2031","11","2","1","Deleng Kukusen"
"289","2001","11","2","2","Bukit Merdeka"
"290","2002","11","2","2","Darul Aman"
"291","2003","11","2","2","Lawe Kesumpat"
"292","2004","11","2","2","Lawe Tua Gabungan"
"293","2005","11","2","2","Lawe Sigala II"
"294","2006","11","2","2","Lawe Sigala Timur"
"295","2007","11","2","2","Lawe Sigala Barat"
"296","2008","11","2","2","Suka Damai"
"297","2009","11","2","2","Kute Tengah"
"298","2010","11","2","2","Tanah Baru"
"299","2011","11","2","2","Kedataran  Gabungan"
"300","2012","11","2","2","Gabungan  Parsaroan"
"301","2013","11","2","2","Lawe Loning Gabungan"
"302","2014","11","2","2","Lawe Loning Aman"
"303","2015","11","2","2","Suka Maju"
"304","2016","11","2","2","Lawe Tua Makmur"
"305","2017","11","2","2","Lawe Tua Persatuan"
"306","2018","11","2","2","Lawe Serke"
"307","2019","11","2","2","Lawe Rakat"
"308","2020","11","2","2","Suka Jaya"
"309","2021","11","2","2","Enmiya Batu Dua Ratus"
"310","2022","11","2","2","Sebungke"
"311","2023","11","2","2","Bukit Sepakat"
"312","2024","11","2","2","Lawe Loning Sepakat"
"313","2025","11","2","2","Lawe Loning I"
"314","2026","11","2","2","Gaya Jaya"
"315","2027","11","2","2","Gelah Musara"
"316","2028","11","2","2","Mulie Dame"
"317","2029","11","2","2","Lawe Loning Hakhapen"
"318","2030","11","2","2","Karya Indah"
"319","2031","11","2","2","Kayu Mbelin"
"320","2032","11","2","2","Lawe Sigala Barat Jaya"
"321","2033","11","2","2","Lawe Pekhidinen"
"322","2034","11","2","2","Kertimbang"
"323","2035","11","2","2","Ndauh Nitenggo"
"324","2001","11","2","3","Bambel Gabungan"
"325","2002","11","2","3","Kisam"
"326","2005","11","2","3","Lawe Hijo"
"327","2006","11","2","3","Pinding"
"328","2009","11","2","3","Terutung Megara Asli"
"329","2011","11","2","3","Biak Muli"
"330","2012","11","2","3","Kute Lang-Lang"
"331","2013","11","2","3","Pedesi"
"332","2014","11","2","3","Terutung Payung Hulu"
"333","2015","11","2","3","Terutung Payung Hilir"
"334","2016","11","2","3","Tualang Sembilar"
"335","2017","11","2","3","Kuning I"
"336","2018","11","2","3","Kuning II"
"337","2019","11","2","3","Cinta Damai"
"338","2020","11","2","3","Likat"
"339","2021","11","2","3","Rikit"
"340","2023","11","2","3","Bambel"
"341","2025","11","2","3","Lawe Kihing"
"342","2026","11","2","3","Terutung Seperai"
"343","2027","11","2","3","Kute Seri"
"344","2028","11","2","3","Kuta Antara"
"345","2029","11","2","3","Pulo Perengge"
"346","2031","11","2","3","Pulo Kendondong"
"347","2033","11","2","3","Pancakh Iman"
"348","2034","11","2","3","Biak Muli Baru"
"349","2035","11","2","3","Biak Muli Pantai Raja"
"350","2036","11","2","3","Biak Muli Sejahtera"
"351","2037","11","2","3","Lembah Haji"
"352","2038","11","2","3","Terutung PayungGabungan"
"353","2039","11","2","3","Lawe Hijo Metuah"
"354","2040","11","2","3","Ampera"
"355","2041","11","2","3","Tembilakh Mbakhu"
"356","2042","11","2","3","Kute Lang-Lang Bakhu"
"357","2001","11","2","4","Kota Kutacane"
"358","2002","11","2","4","Perapat Hilir"
"359","2003","11","2","4","Perapat Hulu"
"360","2004","11","2","4","Muara Lawe Bulan"
"361","2005","11","2","4","Mbarung"
"362","2006","11","2","4","Batu Mbulan Asli"
"363","2007","11","2","4","Batu Mbulan I"
"364","2008","11","2","4","Batu Mbulan II"
"365","2009","11","2","4","Kampung Raja"
"366","2010","11","2","4","Pulonas"
"367","2011","11","2","4","Kampung Melayu Gabungan"
"368","2012","11","2","4","Terutung Pedi"
"369","2013","11","2","4","Kute Rih"
"370","2014","11","2","4","Gumpang Jaya"
"371","2015","11","2","4","Pulo Latong"
"372","2016","11","2","4","Kutacane Lama"
"373","2017","11","2","4","Batu Mbulan Mbaru"
"374","2018","11","2","4","Pulo Peding"
"375","2019","11","2","4","Mendabe"
"376","2020","11","2","4","Ujung Barat"
"377","2021","11","2","4","Pekhapat Titi Panjang"
"378","2022","11","2","4","Pekhapat Sepakat"
"379","2023","11","2","4","Alas Marantcar"
"380","2024","11","2","4","Batu Mbulan Sepakat"
"381","2025","11","2","4","Pulo Sanggakh"
"382","2026","11","2","4","Melayu I"
"383","2027","11","2","4","Mbarung Datuk Saudane"
"384","2005","11","2","5","Salang Alas"
"385","2009","11","2","5","Kuta Pasir"
"386","2011","11","2","5","Purwodadi"
"387","2012","11","2","5","Kuta Tinggi"
"388","2013","11","2","5","Kampung Baru"
"389","2014","11","2","5","Peranginan"
"390","2015","11","2","5","Natam"
"391","2025","11","2","5","Kumbang Jaya"
"392","2026","11","2","5","Kumbang Indah"
"393","2027","11","2","5","Natam Baru"
"394","2029","11","2","5","Deleng Megakhe"
"395","2030","11","2","5","Lawe Bekung"
"396","2031","11","2","5","Lawe Bekung Tampahan"
"397","2032","11","2","5","Badar Indah"
"398","2033","11","2","5","Batu Mbekhong"
"399","2034","11","2","5","Tanah Merah"
"400","2035","11","2","5","Tanoh Megakhe"
"401","2036","11","2","5","Lawe Sekerah"
"402","2001","11","2","6","Pardomuan  II"
"403","2002","11","2","6","Lawe Desky I"
"404","2003","11","2","6","Lawe Desky Sabas"
"405","2004","11","2","6","Pardomuan  I"
"406","2005","11","2","6","Cinta Damai"
"407","2006","11","2","6","Pardamean"
"408","2007","11","2","6","Lawe Desky Tongah"
"409","2008","11","2","6","Kute Bakti"
"410","2010","11","2","6","Muara Situlen"
"411","2011","11","2","6","Sejahtera"
"412","2012","11","2","6","Kute Makmur"
"413","2013","11","2","6","Pardamean"
"414","2014","11","2","6","Lawe Mantik"
"415","2015","11","2","6","Cinta Makmur"
"416","2016","11","2","6","Muara Setia"
"417","2017","11","2","6","Tanoh Alas"
"418","2018","11","2","6","Sejahtera Baru"
"419","2024","11","2","6","Lawe Tawakh"
"420","2025","11","2","6","Sabilussalam"
"421","2026","11","2","6","Lawe Desky Jaya"
"422","2027","11","2","6","Pintu Alas"
"423","2001","11","2","7","Gulo"
"424","2002","11","2","7","Pulo Piku"
"425","2003","11","2","7","Terutung Kute"
"426","2004","11","2","7","Kute Ujung"
"427","2005","11","2","7","Lawe Stul"
"428","2006","11","2","7","Kite Merangun"
"429","2007","11","2","7","Mamas"
"430","2008","11","2","7","Tanjung Lama"
"431","2009","11","2","7","Tanjung Muda"
"432","2010","11","2","7","Rambung Teldak"
"433","2011","11","2","7","Tanjung Aman"
"434","2012","11","2","7","Sri Muda"
"435","2013","11","2","7","Ujung Baru"
"436","2014","11","2","7","Kute Rambe"
"437","2015","11","2","7","Mamas Baru"
"438","2016","11","2","7","Rambung Jaya"
"439","2017","11","2","7","Makmur Jaya"
"440","2018","11","2","7","Darul Makmur"
"441","2019","11","2","7","Tanjung Bakhu"
"442","2020","11","2","7","Pulo Gabung"
"443","2021","11","2","7","Kokhtan Jaya"
"444","2022","11","2","7","Istiqamah"
"445","2023","11","2","7","Lawe Mamas Indah"
"446","2024","11","2","7","Tanjung Leuser"
"447","2025","11","2","7","Simpang IV Tanjung"
"448","2026","11","2","7","Lawe Pinis"
"449","2027","11","2","7","Buntul Kendawi"
"450","2028","11","2","7","Kuning Abadi"
"451","2001","11","2","8","Pasir Gala"
"452","2002","11","2","8","Pasir Penjengakan"
"453","2003","11","2","8","Kutambaru"
"454","2004","11","2","8","Lawe Sagu Hulu"
"455","2005","11","2","8","Lawe Sagu Hilir"
"456","2006","11","2","8","Kute Bantil"
"457","2011","11","2","8","Lawe Kolok"
"458","2012","11","2","8","Lawe Rutung"
"459","2013","11","2","8","Kampung Nangka"
"460","2014","11","2","8","Tenembak  Juhar"
"461","2015","11","2","8","Simpang Empat"
"462","2016","11","2","8","Kuta Buluh Botong"
"463","2017","11","2","8","Katambaru  Becawan"
"464","2018","11","2","8","Lawe Kinge"
"465","2019","11","2","8","Kandang Mbelang Mandiri"
"466","2020","11","2","8","Mbacang Racun"
"467","2021","11","2","8","Telaga Mekar"
"468","2023","11","2","8","Pulonas Baru"
"469","2025","11","2","8","Kuta Genting"
"470","2026","11","2","8","Lawe Sagu Baru"
"471","2027","11","2","8","Lawe Sagu"
"472","2028","11","2","8","Pekhapet Timur"
"473","2029","11","2","8","Bahagia"
"474","2030","11","2","8","Kute Galuh Asli"
"475","2001","11","2","9","Kute Lengat Pangan"
"476","2002","11","2","9","Kute Lengat Selian"
"477","2003","11","2","9","Tualang Baru"
"478","2004","11","2","9","Alur Buluh"
"479","2005","11","2","9","Maha Singkil"
"480","2006","11","2","9","Tenembak  Bintang"
"481","2007","11","2","9","Kute Lingga"
"482","2008","11","2","9","Rikit Bur"
"483","2010","11","2","9","Kerukunan"
"484","2011","11","2","9","Lawe Dua"
"485","2012","11","2","9","Rema"
"486","2013","11","2","9","Bambel Baru"
"487","2014","11","2","9","Pejuang"
"488","2015","11","2","9","Darussalam"
"489","2016","11","2","9","Amaliah"
"490","2017","11","2","9","Sebudi Jaya"
"491","2018","11","2","9","Gumpang"
"492","2019","11","2","9","Kute Gekhat"
"493","2020","11","2","9","Paye Khambung"
"494","2021","11","2","9","Mbak Sako"
"495","2022","11","2","9","Darul Imami"
"496","2023","11","2","9","Rikit Bur II"
"497","2024","11","2","9","Kute Empat Lima"
"498","2001","11","2","10","Simpang Semadam"
"499","2002","11","2","10","Semadam Awal"
"500","2003","11","2","10","Semadam Asal"
"501","2004","11","2","10","Lawe Kinga Gabungan"
"502","2005","11","2","10","Lawe Kinga Tebing Tinggi"
"503","2006","11","2","10","Kebun Sere"
"504","2007","11","2","10","Lawe Beringin Horas"
"505","2008","11","2","10","Lawe. Berigin Gayo"
"506","2009","11","2","10","Suka Makmur"
"507","2010","11","2","10","Pasar Puntung"
"508","2011","11","2","10","Titi Pasir"
"509","2012","11","2","10","Lawe Petanduk I"
"510","2013","11","2","10","Ngkeran Alur Buluh"
"511","2014","11","2","10","Kampung Baru"
"512","2015","11","2","10","Sepakat Segenap"
"513","2016","11","2","10","Selamat Indah"
"514","2017","11","2","10","Lawe Kinge Lapter"
"515","2018","11","2","10","Lawe Mejile"
"516","2019","11","2","10","Lawe Petanduk-II"
"517","2004","11","2","11","Titi Mas"
"518","2005","11","2","11","Meranti"
"519","2006","11","2","11","Kute Lang-Lang"
"520","2007","11","2","11","Lawe Sumur"
"521","2008","11","2","11","Pardamaian"
"522","2009","11","2","11","Salim Pipit"
"523","2010","11","2","11","Penguhapan"
"524","2011","11","2","11","Lumban Tua"
"525","2012","11","2","11","Mutiara Damai"
"526","2013","11","2","11","Dolok Nauli"
"527","2014","11","2","11","Tuhi Jongkat"
"528","2015","11","2","11","Uning Sigugur"
"529","2016","11","2","11","Lumban Sitio-tio"
"530","2017","11","2","11","Lawe Malum"
"531","2018","11","2","11","Alur Baning"
"532","2019","11","2","11","Lingga Alas"
"533","2020","11","2","11","Khambung  Tumbung"
"534","2021","11","2","11","Tuah Mesade"
"535","2022","11","2","11","Sumukh Alas"
"536","2023","11","2","11","Alukh Bakhu"
"537","2024","11","2","11","Sepekhinding"
"538","2025","11","2","11","Tanoh Subukh"
"539","2026","11","2","11","Pinggan Mbelang"
"540","2027","11","2","11","Sigai Indah"
"541","2028","11","2","11","Ukekh Deleng"
"542","2029","11","2","11","Alas Mesikhat"
"543","2030","11","2","11","Titi Hakhapen"
"544","2001","11","2","12","Aunan Sepakat"
"545","2002","11","2","12","Lawe Penanggalan"
"546","2003","11","2","12","Lawe Mengkudu"
"547","2004","11","2","12","Jambur Lak-lak"
"548","2005","11","2","12","Simpang Tiga Jongar"
"549","2006","11","2","12","Jongar Asli"
"550","2007","11","2","12","Ketambe"
"551","2008","11","2","12","Rumah Bundar"
"552","2009","11","2","12","Penyeberangan Cingkam"
"553","2010","11","2","12","Deleng Damar"
"554","2011","11","2","12","Bintang Bener"
"555","2012","11","2","12","Suka Rimbun"
"556","2013","11","2","12","Lawe Aunan"
"557","2014","11","2","12","Bener Bepapah"
"558","2015","11","2","12","Penungkunen"
"559","2016","11","2","12","Datok Pining"
"560","2017","11","2","12","Kati Maju"
"561","2018","11","2","12","Leuser"
"562","2019","11","2","12","Jati Sara"
"563","2020","11","2","12","Bukit Mbakhu"
"564","2021","11","2","12","Kayu Metangur"
"565","2022","11","2","12","Lawe Sembekan"
"566","2023","11","2","12","Lawe Beringin"
"567","2024","11","2","12","Lawe Ger-Ger"
"568","2025","11","2","12","Simpur Jaya"
"569","2001","11","2","13","Salang Baru"
"570","2002","11","2","13","Ranto Dior"
"571","2003","11","2","13","Lembah Alas"
"572","2004","11","2","13","Tenembak Lang-Lang"
"573","2005","11","2","13","Salang Sigotom"
"574","2006","11","2","13","Tualang Lama"
"575","2007","11","2","13","Gusung Batu"
"576","2008","11","2","13","Kaya Pangur"
"577","2009","11","2","13","Sepakat"
"578","2010","11","2","13","Lawe Pangkat"
"579","2011","11","2","13","Bunga Melur"
"580","2012","11","2","13","Penampaan"
"581","2013","11","2","13","Terutung Mbelang"
"582","2014","11","2","13","Salang Muara"
"583","2015","11","2","13","Lawe Hakhum"
"584","2016","11","2","13","Tanoh Khukahen"
"585","2017","11","2","13","Tading Ni Ulihi"
"586","2018","11","2","13","Peseluk Pesimbe"
"587","2019","11","2","13","Kane Lot"
"588","2020","11","2","13","Muhajirin"
"589","2021","11","2","13","Beriring Naru"
"590","2022","11","2","13","Kati  Jeroh"
"591","2001","11","2","14","Terutung Megara Lawe Pasaran"
"592","2002","11","2","14","Kisam Gabungan"
"593","2003","11","2","14","Kisam Kute Pasir"
"594","2004","11","2","14","Lawe Sumur"
"595","2005","11","2","14","Lawe Sumur Baru"
"596","2006","11","2","14","Kute Lesung"
"597","2007","11","2","14","Berandang"
"598","2008","11","2","14","Kute Bunin"
"599","2009","11","2","14","Buah Pala"
"600","2010","11","2","14","Panosan"
"601","2011","11","2","14","Lawe Pasaran Tengku Mbelin"
"602","2012","11","2","14","Terutung Megahke MBakhu"
"603","2013","11","2","14","Kisam Lestari"
"604","2014","11","2","14","Kisam Kute Rambe"
"605","2015","11","2","14","Lawe Polak"
"606","2016","11","2","14","Lawes Sumur Sepakat"
"607","2017","11","2","14","Setia Baru"
"608","2018","11","2","14","Teger Miko"
"609","2001","11","2","15","Salim Pinim I"
"610","2002","11","2","15","Jambur Damar"
"611","2003","11","2","15","Alur Langsat"
"612","2004","11","2","15","Rambah Sayang"
"613","2006","11","2","15","Rumah Luar"
"614","2007","11","2","15","Tenembak  Alas"
"615","2008","11","2","15","Lawe Tungkal"
"616","2009","11","2","15","Salim Pinim II"
"617","2010","11","2","15","Jambukh Pekhmate"
"618","2011","11","2","15","Khutung Mbelang"
"619","2012","11","2","15","Timang Rasa"
"620","2013","11","2","15","Stambul Jaya"
"621","2014","11","2","15","Alur Nangke"
"622","2015","11","2","15","Kute Mejile"
"623","2001","11","2","16","Bintang Alga Musara"
"624","2002","11","2","16","Bintang Bukit Indah"
"625","2003","11","2","16","Tanjung Sari"
"626","2004","11","2","16","Bun-bun Alas"
"627","2005","11","2","16","Naga Timbul"
"628","2006","11","2","16","Gunung Pak-Pak"
"629","2007","11","2","16","Bukit Meriah"
"630","2008","11","2","16","Permata Musara"
"631","2009","11","2","16","Laut Tawar"
"632","2010","11","2","16","Kane Mende"
"633","2011","11","2","16","Lawe Sekhakut"
"634","2012","11","2","16","Bunbun Indah"
"635","2013","11","2","16","Suka Damai"
"636","2014","11","2","16","Tuah Kekhine"
"637","2015","11","2","16","Punce Nali"
"638","2016","11","2","16","Sade Ate"
