"id","sub_district_id","province_id","city_id","district_id","name"
"73855","2002","81","1","24","Kobisonta"
"73856","2003","81","1","24","Wailoping"
"73857","2004","81","1","24","Tihuana"
"73858","2005","81","1","24","Waitila"
"73859","2006","81","1","24","Waiputih"
"73860","2007","81","1","24","Waimusal"
"73861","2008","81","1","24","Tanah Merah"
"73862","2009","81","1","24","Aketernate"
"73863","2010","81","1","24","Namto"
"73864","2011","81","1","24","Loping Mulyo"
"73865","2012","81","1","24","Wonosari"
"73866","2001","81","1","25","Kobi"
"73867","2002","81","1","25","Sariputih"
"73868","2003","81","1","25","Maneo Rendah"
"73869","2004","81","1","25","Kobimukti"
"73870","2005","81","1","25","Leaway"
"73871","2006","81","1","25","Samal"
"73872","2007","81","1","25","Morokai"
"73873","2008","81","1","25","Waimusi"
"73874","2009","81","1","25","Way Asih"
"73875","2010","81","1","25","Waitonipa"
"73876","2011","81","1","25","Marasahua"
"73877","2012","81","1","25","Kabauhari"
"73878","2001","81","1","26","Ouw"
"73879","2002","81","1","26","Ullath"
"73880","2003","81","1","26","Siri Sori Islam"
"73881","2004","81","1","26","Siri Sori Amalatu"
"73882","2005","81","1","26","Mahu"
"73883","2006","81","1","26","Tuhaha"
"73884","2007","81","1","26","Ihamahu"
"73885","2008","81","1","26","Iha"
"73886","2009","81","1","26","Nolloth"
"73887","2010","81","1","26","Itawaka"
"73888","1013","81","2","1","Ohoijang Watdek"
"73889","2014","81","2","1","Langgur"
"73890","2015","81","2","1","Faan"
"73891","2016","81","2","1","Sathean"
"73892","2017","81","2","1","Ibra"
"73893","2018","81","2","1","Ngabub"
"73894","2048","81","2","1","Ohoidertawun"
"73895","2049","81","2","1","Kelanit"
"73896","2051","81","2","1","Kolser"
"73897","2052","81","2","1","Letman"
"73898","2057","81","2","1","Wearlilir"
"73899","2067","81","2","1","Ohoider Atas"
"73900","2068","81","2","1","Dudunwahan"
"73901","2069","81","2","1","Loon"
"73902","2071","81","2","1","Sitniohoi"
"73903","2001","81","2","3","Werka"
"73904","2002","81","2","3","Waur"
"73905","2003","81","2","3","Ohoinangan"
"73906","2004","81","2","3","Ler Ohoilim"
"73907","2005","81","2","3","Rahareng"
"73908","2006","81","2","3","Elat"
"73909","2007","81","2","3","Depur"
"73910","2008","81","2","3","Ohoilim"
"73911","2009","81","2","3","El Ralang"
"73912","2015","81","2","3","Reyamru"
"73913","2016","81","2","3","Fako"
"73914","2017","81","2","3","Yamtel"
"73915","2018","81","2","3","Waur Tahit"
"73916","2019","81","2","3","Ngefuit"
"73917","2020","81","2","3","Ohoiel"
"73918","2021","81","2","3","Ohoiwait"
"73919","2022","81","2","3","Ohoiwang"
"73920","2023","81","2","3","Fangamas"
"73921","2024","81","2","3","Ohoinangan Atas"
"73922","2025","81","2","3","Harangur"
"73923","2026","81","2","3","Udar"
"73924","2027","81","2","3","Daftel"
"73925","2028","81","2","3","Karkarit"
"73926","2029","81","2","3","Rahareng Atas"
"73927","2030","81","2","3","Wulurat"
"73928","2031","81","2","3","Wakol"
"73929","2032","81","2","3","Ngurdu"
"73930","2033","81","2","3","Soinrat"
"73931","2034","81","2","3","Wermaf"
"73932","2035","81","2","3","Bombay"
"73933","2036","81","2","3","Watsin"
"73934","2037","81","2","3","Sirbante"
"73935","2038","81","2","3","Ngat"
"73936","2039","81","2","3","Nabaheng"
"73937","2040","81","2","3","Ngefuit Atas"
"73938","2041","81","2","3","Watuar"
"73939","2042","81","2","3","Mataholat"
"73940","2001","81","2","4","Weduar"
"73941","2003","81","2","4","Nerong"
"73942","2004","81","2","4","Larat"
"73943","2005","81","2","4","Tamangil Nuhuten"
"73944","2006","81","2","4","Tamangil Nuhuyanat"
"73945","2012","81","2","4","Kilwat"
"73946","2013","81","2","4","Sather"
"73947","2014","81","2","4","Tutrean"
"73948","2015","81","2","4","Ohoirenan"
"73949","2016","81","2","4","Soindat"
"73950","2001","81","2","5","Hollat"
"73951","2002","81","2","5","Ohoiraut"
"73952","2003","81","2","5","Haar Ohoimel"
"73953","2004","81","2","5","Langgiar Haar"
"73954","2005","81","2","5","Banda Eli"
"73955","2006","81","2","5","Watlaar"
"73956","2007","81","2","5","Ohoifau"
"73957","2008","81","2","5","Kilwair"
"73958","2009","81","2","5","Renfan"
"73959","2010","81","2","5","Hollat Solair"
"73960","2011","81","2","5","Hoko"
"73961","2012","81","2","5","Hollay"
"73962","2013","81","2","5","Soin"
"73963","2014","81","2","5","Haar Ohoimur GPM"
"73964","2015","81","2","5","Haar Ohoimur RK"
"73965","2016","81","2","5","Haar Ohoiwait"
"73966","2017","81","2","5","Haar Wassar"
"73967","2018","81","2","5","Haar Renrahantel"
"73968","2019","81","2","5","Ur"
"73969","2020","81","2","5","Ohoimajang"
"73970","2021","81","2","5","Banda Efruan"
"73971","2022","81","2","5","Banda Suku Tigapuluh"
"73972","2023","81","2","5","Tuburlay"
"73973","2024","81","2","5","Ohoifaruan"
"73974","2025","81","2","5","Ohoiwirin"
"73975","2026","81","2","5","Tuburngil"
"73976","2027","81","2","5","Yamtimur"
"73977","2028","81","2","5","Renfaan Islam"
"73978","2029","81","2","5","Renfaan GPM"
"73979","2030","81","2","5","Fanwav"
"73980","2001","81","2","13","Wain"
"73981","2002","81","2","13","Rewav"
"73982","2003","81","2","13","Rumaat"
"73983","2004","81","2","13","Rat"
"73984","2005","81","2","13","Abean"
"73985","2006","81","2","13","Mastur"
"73986","2013","81","2","13","Ohoinol"
"73987","2014","81","2","13","Semawi"
"73988","2015","81","2","13","Iso"
"73989","2016","81","2","13","Disuk"
"73990","2017","81","2","13","Wain Baru"
"73991","2018","81","2","13","Marfun"
"73992","2019","81","2","13","Watngon"
"73993","2020","81","2","13","Yafavun"
"73994","2021","81","2","13","Mastur Baru"
"73995","2022","81","2","13","Ohoilus"
"73996","2023","81","2","13","Tenbuk"
"73997","2024","81","2","13","Denwet"
"73998","2001","81","2","14","Ohoidertutu"
"73999","2002","81","2","14","Matwair"
"74000","2003","81","2","14","Somlain"
"74001","2004","81","2","14","Ohoiren"
"74002","2005","81","2","14","Ohoira"
"74003","2006","81","2","14","Warbal"
"74004","2007","81","2","14","Ur Pulau"
"74005","2008","81","2","14","Tanimbar Kei"
"74006","2009","81","2","14","Ohoidertom"
"74007","2010","81","2","14","Yatwav"
"74008","2001","81","2","15","Rumadian"
"74009","2002","81","2","15","Debut"
"74010","2003","81","2","15","Namar"
"74011","2004","81","2","15","Ngilngof"
"74012","2005","81","2","15","Selayar"
"74013","2006","81","2","15","Lairngangas"
"74014","2007","81","2","15","Ohoiluk"
"74015","2008","81","2","15","Ohoililir"
"74016","2009","81","2","15","Ngayub"
"74017","2001","81","2","16","Tetoat"
"74018","2002","81","2","16","Dian Pulau"
"74019","2003","81","2","16","Letwuan"
"74020","2004","81","2","16","Evu"
"74021","2005","81","2","16","Warwut"
"74022","2006","81","2","16","Wab"
"74023","2007","81","2","16","Dian Darat"
"74024","2008","81","2","16","Wirin"
"74025","2009","81","2","16","Ngursit"
"74026","2010","81","2","16","Madwat"
"74027","2011","81","2","16","Ohoibadar"
"74028","2012","81","2","16","Watngil"
"74029","2013","81","2","16","Arso"
"74030","2001","81","2","17","Weer Ohoinam"
"74031","2002","81","2","17","Weer Ohoiker"
"74032","2003","81","2","17","Weer Frawaf"
"74033","2004","81","2","17","Faa"
"74034","2005","81","2","17","Dangarat"
"74035","2006","81","2","17","Ohoituf"
"74036","2007","81","2","17","Hangur"
"74037","2008","81","2","17","Ngurwalek"
"74038","2009","81","2","17","Uwat"
"74039","2010","81","2","17","Uwat Wear"
"74040","2011","81","2","17","Uwat Reyaan"
"74041","2012","81","2","17","Mun Ohoiir"
"74042","2013","81","2","17","Mun Essoy"
"74043","2014","81","2","17","Mun Kahar"
"74044","2015","81","2","17","Mun Ngurditwain"
"74045","2016","81","2","17","Mun Werfan"
"74046","2017","81","2","17","Ad Ngurwul"
"74047","2018","81","2","17","Ad Ohoiwaf"
"74048","2019","81","2","17","Laar"
"74049","2020","81","2","17","Hoor Islam"
"74050","2021","81","2","17","Hoor Kristen"
"74051","2022","81","2","17","Waer"
"74052","2023","81","2","17","Waerat"
"74053","2024","81","2","17","Mun Ohoitadiun"
"74054","2025","81","2","17","Ad Wear Aur"
"74055","2001","81","2","18","Hoat"
"74056","2002","81","2","18","Ngafan"
"74057","2003","81","2","18","Feer"
"74058","2004","81","2","18","Rerean"
"74059","2005","81","2","18","Ngurko"
"74060","2006","81","2","18","Hoko"
"74061","2007","81","2","18","Weduar Fer"
"74062","2008","81","2","18","Uat"
"74063","2009","81","2","18","Ngan"
"74064","2010","81","2","18","Watkidat"
"74065","2011","81","2","18","Ohoilean"
"74066","2012","81","2","18","Wafol"
"74067","2013","81","2","18","Rahangiar"
"74068","2001","81","2","19","Danar Ohoiseb"
"74069","2002","81","2","19","Danar Ternate"
"74070","2003","81","2","19","Danar Lumefar"
"74071","2004","81","2","19","Elaar Ngursoin"
"74072","2005","81","2","19","Elaar Lamagorang"
"74073","2006","81","2","19","Elaar Let"
"74074","2007","81","2","19","Sare"
"74075","2008","81","2","19","Maar"
"74076","2009","81","2","19","Uf"
"74077","2010","81","2","19","Ngurwul"
"74078","2011","81","2","19","Garara"
"74079","1001","81","3","1","Saumlaki"
"74080","1002","81","3","1","Saumlaki Utara"
"74081","2002","81","3","1","Wowonda"
"74082","2003","81","3","1","Ilngei"
"74083","2004","81","3","1","Kabiarat"
"74084","2005","81","3","1","Lauran"
"74085","2006","81","3","1","Sifnana"
"74086","2007","81","3","1","Olilit Raya"
"74087","2008","81","3","1","Lermatang"
"74088","2009","81","3","1","Latdalam"
"74089","2010","81","3","1","Bomaki"
"74090","2011","81","3","1","Matakus"
"74091","2001","81","3","2","Adaut"
"74092","2002","81","3","2","Namtabung"
"74093","2003","81","3","2","Kandar"
"74094","2004","81","3","2","Lingat"
"74095","2005","81","3","2","Fursuy"
"74096","2006","81","3","2","Werain"
"74097","2007","81","3","2","Eliasa"
"74098","2001","81","3","3","Tumbur"
"74099","2002","81","3","3","Lorulun"
"74100","2003","81","3","3","Atubul Dol"
"74101","2004","81","3","3","Amdasa"
"74102","2005","81","3","3","Sangliat Krawain"
"74103","2006","81","3","3","Arui Bab"
"74104","2007","81","3","3","Arui Das"
"74105","2008","81","3","3","Sangliat Dol"
"74106","2009","81","3","3","Atubul Da"
"74107","2001","81","3","4","Kamatubun"
"74108","2002","81","3","4","Rumahsalut"
"74109","2003","81","3","4","Welutu"
"74110","2004","81","3","4","Themin"
"74111","2005","81","3","4","Weratan"
"74112","2006","81","3","4","Wermatang"
"74113","2007","81","3","4","Batu Putih"
"74114","2008","81","3","4","Makatian"
"74115","2009","81","3","4","Marantutul"
"74116","2001","81","3","5","Lelingluan"
"74117","2002","81","3","5","Ritabel"
"74118","2003","81","3","5","Ridool"
"74119","2004","81","3","5","Watidal"
"74120","2005","81","3","5","Kilobar"
"74121","2006","81","3","5","Kelaan"
"74122","2007","81","3","5","Lamdesar Barat"
"74123","2008","81","3","5","Lamdesar Timur"
"74124","2001","81","3","6","Romean"
"74125","2002","81","3","6","Rumngeur"
"74126","2003","81","3","6","Awear"
"74127","2004","81","3","6","Sofyanin"
"74128","2005","81","3","6","Walerang"
"74129","2006","81","3","6","Adodo Fordata"
"74130","2001","81","3","7","Abat"
"74131","2002","81","3","7","Labobar"
"74132","2008","81","3","7","Watmasa"
"74133","2009","81","3","7","Awear Rumngeur"
"74134","2010","81","3","7","Karatat"
"74135","2011","81","3","7","Wunlah"
"74136","2012","81","3","7","Kiloon"
"74137","2013","81","3","7","Lingada"
"74138","2014","81","3","7","Teineman"
"74139","2015","81","3","7","Wabar"
"74140","2016","81","3","7","Romnus"
"74141","2001","81","3","8","Lumasebu"
"74142","2002","81","3","8","Kilmasa"
"74143","2003","81","3","8","Meyano Bab"
"74144","2004","81","3","8","Alusi Krawain"
"74145","2005","81","3","8","Alusi Kelaan"
"74146","2006","81","3","8","Alusi Bukjalim"
"74147","2007","81","3","8","Alusi Tamrian"
"74148","2008","81","3","8","Alusi Batjasi"
"74149","2009","81","3","8","Lorwembun"
"74150","2010","81","3","8","Meyano Das"
"74151","2001","81","3","9","Arma"
"74152","2002","81","3","9","Watmuri"
"74153","2003","81","3","9","Manglusi"
"74154","2004","81","3","9","Tutukembong"
"74155","2005","81","3","9","Waturu"
"74156","2001","81","3","18","Wadankou"
"74157","2002","81","3","18","Adodo Molu"
"74158","2003","81","3","18","Wulmasa"
"74159","2004","81","3","18","Tutunametal"
"74160","2005","81","3","18","Nurkat"
"74161","2001","81","4","1","Namlea"
"74162","2002","81","4","1","Lala"
"74163","2003","81","4","1","Karang Jaya"
"74164","2009","81","4","1","Siahoni"
"74165","2010","81","4","1","Jamilu"
"74166","2011","81","4","1","Sanleko"
"74167","2012","81","4","1","Batu boy"
"74168","2004","81","4","2","Waepure"
"74169","2005","81","4","2","Waemangit"
"74170","2006","81","4","2","Air Buaya"
"74171","2007","81","4","2","Tanjung Karang"
"74172","2008","81","4","2","Bara"
"74173","2014","81","4","2","Selwadu"
"74174","2018","81","4","2","Wasbaka"
"74175","2019","81","4","2","Kampung Baru"
"74176","2020","81","4","2","Batlale"
"74177","2023","81","4","2","Awilinan"
"74178","2001","81","4","3","Savana Jaya"
"74179","2002","81","4","3","Waetele"
"74180","2003","81","4","3","Waekasar"
"74181","2004","81","4","3","Waenetat"
"74182","2016","81","4","3","Waekerta"
"74183","2019","81","4","3","Wanareja"
"74184","2027","81","4","3","Gogorea"
"74185","2001","81","4","6","Lamahang"
"74186","2002","81","4","6","Waplau"
"74187","2003","81","4","6","Waeura"
"74188","2004","81","4","6","Samalagi"
"74189","2005","81","4","6","Namsina"
"74190","2006","81","4","6","Hatawano"
"74191","2007","81","4","6","Waelihang"
"74192","2008","81","4","6","Waprea"
"74193","2009","81","4","6","Waepotih"
"74194","2010","81","4","6","Skikilale"
"74195","2001","81","4","10","Ilath"
"74196","2002","81","4","10","Batu Jungku"
"74197","2003","81","4","10","Pela"
"74198","2004","81","4","10","Waemorat"
"74199","2006","81","4","10","Namlea Ilath"
"74200","2001","81","4","11","Kubalahin"
"74201","2002","81","4","11","Waegeren"
"74202","2003","81","4","11","Grandeng"
"74203","2004","81","4","11","Lele"
"74204","2005","81","4","11","Wanakarta"
"74205","2006","81","4","11","Wabloy"
"74206","2007","81","4","11","Ohilahin"
"74207","2008","81","4","11","Tifu"
"74208","2009","81","4","11","Wapsalit"
"74209","2010","81","4","11","Nafrua"
"74210","2001","81","4","12","Waelo"
"74211","2002","81","4","12","Debowae"
"74212","2003","81","4","12","Parbulu"
"74213","2004","81","4","12","Waetina"
"74214","2005","81","4","12","Waeleman"
"74215","2006","81","4","12","Basalale"
"74216","2007","81","4","12","Waflan"
"74217","2008","81","4","12","Dava"
"74218","2009","81","4","12","Waehata"
"74219","2010","81","4","12","Widit"
"74220","2001","81","4","13","Wamlana"
"74221","2002","81","4","13","Balbalu"
"74222","2003","81","4","13","Waspait"
"74223","2004","81","4","13","Waedanga"
"74224","2005","81","4","13","Lemanpoli"
"74225","2006","81","4","13","Waelana-lana"
"74226","2007","81","4","13","Waereman"
"74227","2008","81","4","13","Waemite"
"74228","2009","81","4","13","Wasi"
"74229","2010","81","4","13","Waekose"
"74230","2011","81","4","13","Wamana Baru"
"74231","2012","81","4","13","Raheriat"
"74232","2013","81","4","13","Waenibe"
"74233","2001","81","4","14","Kaiely"
"74234","2002","81","4","14","Masarete"
"74235","2003","81","4","14","Waelapia"
"74236","2004","81","4","14","Kaki Air"
"74237","2005","81","4","14","Seith"
"74238","2001","81","4","15","Ubung"
"74239","2002","81","4","15","Jikumerasa"
"74240","2003","81","4","15","Waemiting"
"74241","2004","81","4","15","Sawa"
"74242","2005","81","4","15","Waeperang"
"74243","2003","81","5","1","Bula"
"74244","2004","81","5","1","Salas"
"74245","2010","81","5","1","Englas"
"74246","2011","81","5","1","Bula Air Fatolo"
"74247","2012","81","5","1","Sesar"
"74248","2022","81","5","1","Tansi Ambon"
"74249","2023","81","5","1","Kampung Wailola"
"74250","2024","81","5","1","Kampung Gorom"
"74251","2025","81","5","1","Limumir"
"74252","2026","81","5","1","Fattolo"
"74253","2001","81","5","2","Geser"
"74254","2002","81","5","2","Kiltay"
"74255","2003","81","5","2","Kilwaru"
"74256","2004","81","5","2","Kellu"
"74257","2005","81","5","2","Keffing"
"74258","2006","81","5","2","Urung"
"74259","2028","81","5","2","Kilfura"
"74260","2046","81","5","2","Kwawor Kecil Mata Ata"
"74261","2047","81","5","2","Kwawor Kecil Mata Wawa"
"74262","2048","81","5","2","Kwawor Besar Ena"
"74263","2049","81","5","2","Kwawor Besar Witau"
"74264","2050","81","5","2","Guli-Guli"
"74265","2051","81","5","2","Manggis"
"74266","2052","81","5","2","Ainena"
"74267","2053","81","5","2","Mugusinis"
"74268","2054","81","5","2","Akatfadedo"
"74269","2001","81","5","3","Batuasa"
"74270","2002","81","5","3","Hatuimeten"
"74271","2003","81","5","3","Werinama"
"74272","2004","81","5","3","Bemo"
"74273","2015","81","5","3","Tum"
"74274","2016","81","5","3","Gusalaut"
"74275","2017","81","5","3","Osong"
"74276","2018","81","5","3","Tobo"
"74277","2021","81","5","3","Bemo Perak"
"74278","2022","81","5","3","Funa Naibaya"
"74279","2001","81","5","4","Kataloka"
"74280","2003","81","5","4","Amarsekaru"
"74281","2004","81","5","4","Ondor"
"74282","2005","81","5","4","Day"
"74283","2006","81","5","4","Mida"
"74284","2021","81","5","4","Loko"
"74285","2022","81","5","4","Sera"
"74286","2023","81","5","4","Kulugowa"
"74287","2024","81","5","4","Rumeon"
"74288","2031","81","5","4","Kelibingan"
"74289","2032","81","5","4","Ilili"
"74290","2042","81","5","4","Namalean"
"74291","2043","81","5","4","Dulak"
"74292","2044","81","5","4","Kilalir Kilwouw"
"74293","2045","81","5","4","Kilotak"
"74294","2046","81","5","4","Kilean"
"74295","2047","81","5","4","Kaforing"
"74296","2048","81","5","4","Arewang"
"74297","2049","81","5","4","Usun Kataloka"
"74298","2050","81","5","4","Buan Kataloka"
"74299","2051","81","5","4","Rumanama Kotawouw Kataloka"
"74300","2052","81","5","4","Sikaro Kataloka"
"74301","2053","81","5","4","Aroa Kataloka"
"74302","2054","81","5","4","Dada Kataloka"
"74303","2001","81","5","5","Ilili"
"74304","2002","81","5","5","Effa"
"74305","2003","81","5","5","Lahema"
"74306","2004","81","5","5","Utta"
"74307","2005","81","5","5","Kelangan"
"74308","2006","81","5","5","Amarlaut"
"74309","2007","81","5","5","Tamher Warat"
"74310","2008","81","5","5","Tamher Timur"
"74311","2010","81","5","5","Wunin Eldedora"
"74312","2011","81","5","5","Keldor"
"74313","2021","81","5","5","Tanah Baru"
"74314","2022","81","5","5","Guliar"
"74315","2023","81","5","5","Karlomin"
"74316","2024","81","5","5","Otademan"
"74317","2025","81","5","5","Kurwara"
"74318","2026","81","5","5","Kilbutak"
"74319","2027","81","5","5","Ruma Durun"
"74320","2028","81","5","5","Tana Soa"
"74321","2001","81","5","6","Danama"
"74322","2002","81","5","6","Kilmoy"
"74323","2003","81","5","6","Kilbat"
"74324","2004","81","5","6","Sesar"
"74325","2005","81","5","6","Airkasar"
"74326","2006","81","5","6","Waras-Waras"
"74327","2007","81","5","6","Gah"
"74328","2008","81","5","6","Walang Tenga"
"74329","2009","81","5","6","Bati Kilwouw"
"74330","2010","81","5","6","Taruy"
"74331","2011","81","5","6","Kufar"
"74332","2001","81","5","7","Dihil"
"74333","2002","81","5","7","Liliama"
"74334","2003","81","5","7","Naiwel Ahinulin"
"74335","2004","81","5","7","Polin"
"74336","2005","81","5","7","Tunsai"
"74337","2006","81","5","7","Lapela"
"74338","2007","81","5","7","Nayet"
"74339","2008","81","5","7","Elnusa"
"74340","2009","81","5","7","Atiahu"
"74341","2010","81","5","7","Sabuai"
"74342","2011","81","5","7","Abulate"
"74343","2012","81","5","7","Adabai"
"74344","2001","81","5","8","Selor"
"74345","2002","81","5","8","Nekan"
"74346","2003","81","5","8","Afang Kota"
"74347","2004","81","5","8","Afang Defol"
"74348","2005","81","5","8","Kumelang"
"74349","2006","81","5","8","Undur"
"74350","2007","81","5","8","Kamar"
"74351","2008","81","5","8","Gunak"
"74352","2009","81","5","8","Sumbawa"
"74353","2010","81","5","8","Kilmury"
"74354","2011","81","5","8","Kilbon Kway"
"74355","2012","81","5","8","Mising"
"74356","2013","81","5","8","Bitorik"
"74357","2014","81","5","8","Taa"
"74358","2001","81","5","9","Pulau Panjang"
"74359","2002","81","5","9","Argam"
"74360","2003","81","5","9","Lalasa"
"74361","2004","81","5","9","Magat"
"74362","2005","81","5","9","Ruku Ruku"
"74363","2006","81","5","9","Perik Basaranggi"
"74364","2001","81","5","10","Teor"
"74365","2002","81","5","10","Kartutin Kartenga"
"74366","2003","81","5","10","Ker Ker"
"74367","2004","81","5","10","Duryar Rumoy"
"74368","2005","81","5","10","Lapang Kampung Jawa"
"74369","2006","81","5","10","Kampung Tengah Wermaf"
"74370","2007","81","5","10","Kampung Baru"
"74371","2008","81","5","10","Mamur"
"74372","2009","81","5","10","Kiliwouw"
"74373","2010","81","5","10","Karlokin"
"74374","2001","81","5","11","Kilkoda"
"74375","2002","81","5","11","Miran"
"74376","2003","81","5","11","Kota Sirih"
"74377","2004","81","5","11","Amarwatu"
"74378","2005","81","5","11","Aran"
"74379","2006","81","5","11","Tuha"
"74380","2007","81","5","11","Bas"
"74381","2008","81","5","11","Tunas Ilur"
"74382","2009","81","5","11","Sagey"
"74383","2010","81","5","11","Armada"
"74384","2011","81","5","11","Waisalan"
"74385","2012","81","5","11","Basarin"
"74386","2013","81","5","11","Goha"
"74387","2014","81","5","11","Rarat"
"74388","2015","81","5","11","Miran Gota"
"74389","2016","81","5","11","Adar"
"74390","2017","81","5","11","Tinarin"
"74391","2018","81","5","11","Etaralu"
"74392","2019","81","5","11","Kiltufa"
"74393","2020","81","5","11","Miran Kilian"
"74394","2021","81","5","11","Miran Keledar"
"74395","2022","81","5","11","Miran Manaban"
"74396","2023","81","5","11","Miran Rumuar"
"74397","2001","81","5","12","Hote"
"74398","2002","81","5","12","Banggoi"
"74399","2003","81","5","12","Waematakabo"
"74400","2004","81","5","12","Waiketam Baru"
"74401","2005","81","5","12","Waisamet"
"74402","2006","81","5","12","Aki Jaya"
"74403","2007","81","5","12","Jakarta Baru"
"74404","2008","81","5","12","Silohan"
"74405","2009","81","5","12","Sumber Agung"
"74406","2010","81","5","12","Rukun Jaya"
"74407","2011","81","5","12","Jembatan Basah"
"74408","2012","81","5","12","Dreamland Hills"
"74409","2013","81","5","12","Banggoi Pancorang"
"74410","2001","81","5","13","Kian Darat"
"74411","2002","81","5","13","Artafela"
"74412","2003","81","5","13","Angar"
"74413","2004","81","5","13","Watu Watu"
"74414","2005","81","5","13","Kelaba"
"74415","2006","81","5","13","Kilga Kilwouw"
"74416","2007","81","5","13","Kilga Watubau"
"74417","2008","81","5","13","Rumfakar"
"74418","2009","81","5","13","Kileser"
"74419","2010","81","5","13","Rumoga"
"74420","2001","81","5","14","Kian Laut"
"74421","2002","81","5","14","Kuwaos"
"74422","2003","81","5","14","Salagor Air"
"74423","2004","81","5","14","Salagor Kota"
"74424","2005","81","5","14","Aruan Gaur"
"74425","2006","81","5","14","Keta Rumadan"
"74426","2007","81","5","14","Lian Tasik"
"74427","2008","81","5","14","Keta"
"74428","2009","81","5","14","Air Nanang"
"74429","2010","81","5","14","Suru"
"74430","2001","81","5","15","Waru"
"74431","2002","81","5","15","Bellis"
"74432","2003","81","5","15","Dawang"
"74433","2004","81","5","15","Solang"
"74434","2005","81","5","15","Karay"
"74435","2006","81","5","15","Nama Lena"
"74436","2007","81","5","15","Nama Andan"
"74437","2008","81","5","15","Tubir Wasiwang"
"74438","2009","81","5","15","Kampung Baru"
"74439","2010","81","5","15","Boinfia"
"74440","2011","81","5","15","Madak"
"74441","2008","81","6","1","Kamarian"
"74442","2009","81","6","1","Seruawan"
"74443","2010","81","6","1","Kairatu"
"74444","2011","81","6","1","Waimital"
"74445","2012","81","6","1","Hatusua"
"74446","2014","81","6","1","Waipirit"
"74447","2015","81","6","1","Uraur"
"74448","2002","81","6","2","Kawa"
"74449","2003","81","6","2","Piru"
"74450","2004","81","6","2","Neniari"
"74451","2005","81","6","2","Morekau"
"74452","2006","81","6","2","Lumoli"
"74453","2007","81","6","2","Eti"
"74454","2008","81","6","2","Kaibobo"
"74455","2001","81","6","3","Murnaten"
"74456","2002","81","6","3","Nikulukan"
"74457","2003","81","6","3","Niwelehu"
"74458","2004","81","6","3","Nuniali"
"74459","2005","81","6","3","Lisabata"
"74460","2006","81","6","3","Wakolo"
"74461","2007","81","6","3","Patahuwe"
"74462","2008","81","6","3","Taniwel"
"74463","2009","81","6","3","Hulung"
"74464","2010","81","6","3","Kasieh"
"74465","2011","81","6","3","Nukuhai"
"74466","2012","81","6","3","Pasinalo"
"74467","2028","81","6","3","Uweth"
"74468","2029","81","6","3","Laturake"
"74469","2030","81","6","3","Buria"
"74470","2031","81","6","3","Riring"
"74471","2032","81","6","3","Rumahsoal"
"74472","2033","81","6","3","Lohiasapalewa"
"74473","2034","81","6","3","Niniari"
"74474","2001","81","6","4","Waesala"
"74475","2002","81","6","4","Allang Asaude"
"74476","2003","81","6","4","Sole"
"74477","2004","81","6","4","Tonu Jaya"
"74478","2005","81","6","4","Tahalupu"
"74479","2006","81","6","4","Buano Utara"
"74480","2007","81","6","4","Buano Selatan"
"74481","2001","81","6","5","Tihulale"
"74482","2002","81","6","5","Rumahkay"
"74483","2003","81","6","5","Latu"
"74484","2004","81","6","5","Tomalehu"
"74485","2005","81","6","5","Hualoy"
"74486","2006","81","6","5","Seriholo"
"74487","2007","81","6","5","Tala"
"74488","2001","81","6","6","Manusa"
"74489","2002","81","6","6","Rambatu"
"74490","2003","81","6","6","Rumberu"
"74491","2004","81","6","6","Honitetu"
"74492","2005","81","6","6","Hukuanakota"
"74493","2001","81","6","7","Waihatu"
"74494","2002","81","6","7","Lohiatala"
"74495","2003","81","6","7","Waisamu"
"74496","2004","81","6","7","Nuruwe"
"74497","2005","81","6","7","Kamal"
"74498","2006","81","6","7","Waisarisa"
"74499","2001","81","6","8","Ariate"
"74500","2002","81","6","8","Lokki"
"74501","2003","81","6","8","Luhu"
"74502","2004","81","6","8","Iha"
"74503","2005","81","6","8","Kulur"
"74504","2001","81","6","9","Luhutuban"
"74505","2002","81","6","9","Masawoy"
"74506","2003","81","6","9","Tuniwara"
"74507","2004","81","6","9","Kelang Asaude"
"74508","2005","81","6","9","Tomalehu Barat"
"74509","2006","81","6","9","Tomalehu Timur"
"74510","2007","81","6","9","Buano Hatuputih"
"74511","2001","81","6","10","Sohuwe"
"74512","2002","81","6","10","Maloang"
"74513","2003","81","6","10","Lumahlatal"
"74514","2004","81","6","10","Matapa"
"74515","2005","81","6","10","Seakasale"
"74516","2006","81","6","10","Makububui"
"74517","2007","81","6","10","Sukaraja"
"74518","2008","81","6","10","Uwen Pantai"
"74519","2009","81","6","10","Tounusa"
"74520","2010","81","6","10","Musihuwey"
"74521","2011","81","6","10","Solea"
"74522","2012","81","6","10","Waraloin"
"74523","2013","81","6","10","Walakone"
"74524","2014","81","6","10","Hatunuru"
"74525","2015","81","6","10","Lumahpelu"
"74526","2002","81","6","11","Sanahu"
"74527","2003","81","6","11","Wasia"
"74528","2004","81","6","11","Sumeith Pasinaro"
"74529","2005","81","6","11","Watui"
"74530","2006","81","6","11","Abio Ahiolo"
"74531","2007","81","6","11","Huku Kecil"
"74532","2008","81","6","11","Elpaputih"
"74533","1012","81","7","1","Galai Dubu"
"74534","1013","81","7","1","Siwa Lima"
"74535","2001","81","7","1","Ujir"
