"id","district_id","province_id","city_id","name"
"1","1","11","1","Bakongan"
"2","2","11","1","Kluet Utara"
"3","3","11","1","Kluet Selatan"
"4","4","11","1","Labuhan Haji"
"5","5","11","1","Meukek"
"6","6","11","1","Samadua"
"7","7","11","1","Sawang"
"8","8","11","1","Tapaktuan"
"9","9","11","1","Trumon"
"10","10","11","1","Pasi Raja"
"11","11","11","1","Labuhan Haji Timur"
"12","12","11","1","Labuhan Haji Barat"
"13","13","11","1","Kluet Tengah"
"14","14","11","1","Kluet Timur"
"15","15","11","1","Bakongan  Timur"
"16","16","11","1","Trumon Timur"
"17","17","11","1","Kota Bahagia"
"18","18","11","1","Trumon Tengah"
"19","1","11","2","Lawe Alas"
"20","2","11","2","Lawe Sigala-Gala"
"21","3","11","2","Bambel"
"22","4","11","2","Babussalam"
"23","5","11","2","Badar"
"24","6","11","2","Babul Makmur"
"25","7","11","2","Darul Hasanah"
"26","8","11","2","Lawe Bulan"
"27","9","11","2","Bukit Tusam"
"28","10","11","2","Semadam"
"29","11","11","2","Babul Rahmah"
"30","12","11","2","Ketambe"
"31","13","11","2","Deleng Pokhkisen"
"32","14","11","2","Lawe Sumur"
"33","15","11","2","Tanoh Alas"
"34","16","11","2","Leuser"
"35","1","11","3","Darul Aman"
"36","2","11","3","Julok"
"37","3","11","3","Idi Rayeuk"
"38","4","11","3","Birem Bayeun"
"39","5","11","3","Serbajadi"
"40","6","11","3","Nurussalam"
"41","7","11","3","Peureulak"
"42","8","11","3","Rantau Selamat"
"43","9","11","3","Simpang Ulim"
"44","10","11","3","Rantau Peureulak"
"45","11","11","3","Pante Bidari"
"46","12","11","3","Madat"
"47","13","11","3","Indra Makmu"
"48","14","11","3","Idi Tunong"
"49","15","11","3","Banda Alam"
"50","16","11","3","Peudawa"
"51","17","11","3","Peureulak  Timur"
"52","18","11","3","Peureulak Barat"
"53","19","11","3","Sungai Raya"
"54","20","11","3","Simpang Jernih"
"55","21","11","3","Darul Ihsan"
"56","22","11","3","Darul Falah"
"57","23","11","3","Idi Timur"
"58","24","11","3","Peunaron"
"59","1","11","4","Linge"
"60","2","11","4","Silih Nara"
"61","3","11","4","Bebesen"
"62","7","11","4","Pegasing"
"63","8","11","4","Bintang"
"64","10","11","4","Ketol"
"65","11","11","4","Kebayakan"
"66","12","11","4","Kute Panang"
"67","13","11","4","Celala"
"68","17","11","4","Laut Tawar"
"69","18","11","4","Atu Lintang"
"70","19","11","4","Jagong Jeget"
"71","20","11","4","Bies"
"72","21","11","4","Rusip Antara"
"73","1","11","5","Johan Pahwalan"
"74","2","11","5","Kaway XVI"
"75","3","11","5","Sungai Mas"
"76","4","11","5","Woyla"
"77","5","11","5","Samatiga"
"78","6","11","5","Bubon"
"79","7","11","5","Arongan Lambalek"
"80","8","11","5","Pante Ceureumen"
"81","9","11","5","Meureubo"
"82","10","11","5","Woyla Barat"
"83","11","11","5","Woyla Timur"
"84","12","11","5","Panton Reu"
"85","1","11","6","Lhoong"
"86","2","11","6","Lhoknga"
"87","3","11","6","Indrapuri"
"88","4","11","6","Seulimeum"
"89","5","11","6","Montasik"
"90","6","11","6","Sukamakmur"
"91","7","11","6","Darul Imarah"
"92","8","11","6","Peukan Bada"
"93","9","11","6","Mesjid Raya"
"94","10","11","6","Ingin Jaya"
"95","11","11","6","Kuta Baro"
"96","12","11","6","Darussalam"
"97","13","11","6","Pulo Aceh"
"98","14","11","6","Lembah Seulawah"
"99","15","11","6","Kota Jantho"
"100","16","11","6","Kota Cot Glie"
"101","17","11","6","Kuta Malaka"
"102","18","11","6","Simpang Tiga"
"103","19","11","6","Darul Kamal"
"104","20","11","6","Baitussalam"
"105","21","11","6","Krueng Barona Jaya"
"106","22","11","6","Leupung"
"107","23","11","6","Blang Bintang"
"108","3","11","7","Batee"
"109","4","11","7","Delima"
"110","5","11","7","Geumpang"
"111","6","11","7","Geulumpang  Tiga"
"112","7","11","7","Indra Jaya"
"113","8","11","7","Kembang Tanjong"
"114","9","11","7","Kota Sigli"
"115","11","11","7","Mila"
"116","12","11","7","Muara Tiga"
"117","13","11","7","Mutiara"
"118","14","11","7","Padang Tiji"
"119","15","11","7","Peukan Baro"
"120","16","11","7","Pidie"
"121","17","11","7","Sakti"
"122","18","11","7","Simpang Tiga"
"123","19","11","7","Tangse"
"124","21","11","7","Tiro/Truseb"
"125","22","11","7","Keumala"
"126","24","11","7","Mutiara Timur"
"127","25","11","7","Grong-grong"
"128","27","11","7","Mane"
"129","29","11","7","Glumpang  Baro"
"130","31","11","7","Titeue"
"131","1","11","8","Baktiya"
"132","2","11","8","Dewantara"
"133","3","11","8","Kuta Makmur"
"134","4","11","8","Lhoksukon"
"135","5","11","8","Matangkuli"
"136","6","11","8","Muara Batu"
"137","7","11","8","Meurah Mulia"
"138","8","11","8","Samudera"
"139","9","11","8","Seunuddon"
"140","10","11","8","Syamtalira Aron"
"141","11","11","8","Syamtalira Bayu"
"142","12","11","8","Tanah Luas"
"143","13","11","8","Tanah Pasir"
"144","14","11","8","T. Jambo Aye"
"145","15","11","8","Sawang"
"146","16","11","8","Nisam"
"147","17","11","8","Cot Girek"
"148","18","11","8","Langkahan"
"149","19","11","8","Baktiya Barat"
"150","20","11","8","Paya Bakong"
"151","21","11","8","Nibong"
"152","22","11","8","Simpang Kramat"
"153","23","11","8","Lapang"
"154","24","11","8","Pirak Timur"
"155","25","11","8","Geuredong Pase"
"156","26","11","8","Banda Baro"
"157","27","11","8","Nisam Antara"
"158","1","11","9","Simeulue Tengah"
"159","2","11","9","Salang"
"160","3","11","9","Teupah Barat"
"161","4","11","9","Simeulue Timur"
"162","5","11","9","Teluk Dalam"
"163","6","11","9","Simeulue Barat"
"164","7","11","9","Teupah Selatan"
"165","8","11","9","Alapan"
"166","9","11","9","Teupah Tengah"
"167","10","11","9","Simeulue Cut"
"168","1","11","10","Pulau Banyak"
"169","2","11","10","Simpang Kanan"
"170","4","11","10","Singkil"
"171","6","11","10","Gunung Meriah"
"172","9","11","10","Kota Baharu"
"173","10","11","10","Singkil Utara"
"174","11","11","10","Danau Paris"
"175","12","11","10","Suro Makmur"
"176","13","11","10","Singkohor"
"177","14","11","10","Kuala Baru"
"178","16","11","10","Pulau Banyak Barat"
"179","1","11","11","Samalanga"
"180","2","11","11","Jeunieb"
"181","3","11","11","Peudada"
"182","4","11","11","Jeumpa"
"183","5","11","11","Peusangan"
"184","6","11","11","Makmur"
"185","7","11","11","Gandapura"
"186","8","11","11","Pandrah"
"187","9","11","11","Juli"
"188","10","11","11","Jangka"
"189","11","11","11","Simpang Mamplam"
"190","12","11","11","Peulimbang"
"191","13","11","11","Kota Juang"
"192","14","11","11","Kuala"
"193","15","11","11","Peusangan Siblah Krueng"
"194","16","11","11","Peusangan  Selatan"
"195","17","11","11","Kuta Blang"
"196","1","11","12","Blang Pidie"
"197","2","11","12","Tangan-Tangan"
"198","3","11","12","Manggeng"
"199","4","11","12","Susoh"
"200","5","11","12","Kuala Batee"
"201","6","11","12","Babah Rot"
"202","7","11","12","Setia"
"203","8","11","12","Jeumpa"
"204","9","11","12","Lembah Sabil"
"205","1","11","13","Blangkejeren"
"206","2","11","13","Kutapanjang"
"207","3","11","13","Rikit Gaib"
"208","4","11","13","Terangun"
"209","5","11","13","Pining"
"210","6","11","13","Blangpegayon"
"211","7","11","13","Puteri Betung"
"212","8","11","13","Dabun Gelang"
"213","9","11","13","Blangjerango"
"214","10","11","13","Teripe Jaya"
"215","11","11","13","Pantan Cuaca"
"216","1","11","14","Teunom"
"217","2","11","14","Krueng Sabee"
"218","3","11","14","Setia Bhakti"
"219","4","11","14","Sampoiniet"
"220","5","11","14","Jaya"
"221","6","11","14","Panga"
"222","7","11","14","Indra Jaya"
"223","8","11","14","Darul Hikmah"
"224","9","11","14","Pasie Raya"
"225","1","11","15","Kuala"
"226","2","11","15","Seunagan"
"227","3","11","15","Seunagan Timur"
"228","4","11","15","Beutong"
"229","5","11","15","Darul Makmur"
"230","6","11","15","Suka Makmue"
"231","7","11","15","Kuala Pesisir"
"232","8","11","15","Tadu Raya"
"233","9","11","15","Tripa Makmur"
"234","10","11","15","Beutong Ateuh Banggalang"
"235","1","11","16","Manyak Payed"
"236","2","11","16","Bendahara"
"237","3","11","16","Karang Baru"
"238","4","11","16","Seruway"
"239","5","11","16","Kota Kualasinpang"
"240","6","11","16","Kejuruan Muda"
"241","7","11","16","Tamiang Hulu"
"242","8","11","16","Rantau"
"243","9","11","16","Banda Mulia"
"244","10","11","16","Bandar Pusaka"
"245","11","11","16","Tenggulun"
"246","12","11","16","Sekerak"
"247","1","11","17","Pintu Rime Gayo"
"248","2","11","17","Permata"
"249","3","11","17","Syiah Utama"
"250","4","11","17","Bandar"
"251","5","11","17","Bukit"
"252","6","11","17","Wih Pesam"
"253","7","11","17","Timang gajah"
"254","8","11","17","Bener Kelipah"
"255","9","11","17","Mesidah"
"256","10","11","17","Gajah Putih"
"257","1","11","18","Meureudu"
"258","2","11","18","Ulim"
"259","3","11","18","Jangka Buaya"
"260","4","11","18","Bandar Dua"
"261","5","11","18","Meurah Dua"
"262","6","11","18","Bandar Baru"
"263","7","11","18","Panteraja"
"264","8","11","18","Trienggadeng"
"265","1","11","71","Baiturrahman"
"266","2","11","71","Kuta Alam"
"267","3","11","71","Meuraxa"
"268","4","11","71","Syiah Kuala"
"269","5","11","71","Lueng Bata"
"270","6","11","71","Kuta Raja"
"271","7","11","71","Banda Raya"
"272","8","11","71","Jaya Baru"
"273","9","11","71","Ulee Kareng"
"274","1","11","72","Sukakarya"
"275","2","11","72","Sukajaya"
"276","3","11","72","Sukamakmue"
"277","1","11","73","Muara Dua"
"278","2","11","73","Banda Sakti"
"279","3","11","73","Blang Mangat"
"280","4","11","73","Muara Satu"
"281","1","11","74","Langsa Timur"
"282","2","11","74","Langsa Barat"
"283","3","11","74","Langsa Kota"
"284","4","11","74","Langsa Lama"
"285","5","11","74","Langsa Baro"
"286","1","11","75","Simpang Kiri"
"287","2","11","75","Penanggalan"
"288","3","11","75","Rundeng"
"289","4","11","75","Sultan Daulat"
"290","5","11","75","Longkib"
"291","1","12","1","Barus"
"292","2","12","1","Sorkam"
"293","3","12","1","Pandan"
"294","4","12","1","Pinangsori"
"295","5","12","1","Manduamas"
"296","6","12","1","Kolang"
"297","7","12","1","Tapian Nauli"
"298","8","12","1","Sibabangun"
"299","9","12","1","Sosorgadong"
"300","10","12","1","Sorkam Barat"
"301","11","12","1","Sirandorung"
"302","12","12","1","Andam Dewi"
"303","13","12","1","Sitahuis"
"304","14","12","1","Tukka"
"305","15","12","1","Badiri"
"306","16","12","1","Pasaribu Tobing"
"307","17","12","1","Barus Utara"
"308","18","12","1","Suka Bangun"
"309","19","12","1","Lumut"
"310","20","12","1","Sarudik"
"311","1","12","2","Tarutung"
"312","2","12","2","Siatas Barita"
"313","3","12","2","Adian Koting"
"314","4","12","2","Sipoholon"
"315","5","12","2","Pahae Julu"
"316","6","12","2","Pahae Jae"
"317","7","12","2","Simangumban"
"318","8","12","2","Purba Tua"
"319","9","12","2","Siborong-Borong"
"320","10","12","2","Pagaran"
"321","11","12","2","Parmonangan"
"322","12","12","2","Sipahutar"
"323","13","12","2","Pangaribuan"
"324","14","12","2","Garoga"
"325","15","12","2","Muara"
"326","1","12","3","Angkola Barat"
"327","2","12","3","Batang Toru"
"328","3","12","3","Angkola Timur"
"329","4","12","3","Sipirok"
"330","5","12","3","Saipar Dolok Hole"
"331","6","12","3","Angkola Selatan"
"332","7","12","3","Batang Angkola"
"333","14","12","3","Arse"
"334","20","12","3","Marancar"
"335","21","12","3","Sayur Matinggi"
"336","22","12","3","Aek Bilah"
"337","29","12","3","Muara Batang Toru"
"338","30","12","3","Tano Tombangan Angkola"
"339","31","12","3","Angkola Sangkunur"
"340","32","12","3","Angkola Muara Tais"
"341","5","12","4","Hiliduho"
"342","6","12","4","Gido"
"343","10","12","4","Idanogawo"
"344","11","12","4","Bawolato"
"345","20","12","4","Hiliserangkai"
"346","21","12","4","Botomuzoi"
"347","27","12","4","Ulugawo"
"348","28","12","4","Ma'u"
"349","29","12","4","Somolo-molo"
"350","35","12","4","Sogae'adu"
"351","1","12","5","Bahorok"
"352","2","12","5","Salapian"
"353","3","12","5","Kuala"
"354","4","12","5","Sei Bingei"
"355","5","12","5","Binjai"
"356","6","12","5","Selesai"
"357","7","12","5","Stabat"
"358","8","12","5","Wampu"
"359","9","12","5","Secanggang"
"360","10","12","5","Hinai"
"361","11","12","5","Tanjung Pura"
"362","12","12","5","Padang Tualang"
"363","13","12","5","Gebang"
"364","14","12","5","Babalan"
"365","15","12","5","Pangkalan Susu"
"366","16","12","5","Besitang"
"367","17","12","5","Sei Lepan"
"368","18","12","5","Berandan Barat"
"369","19","12","5","Batang Serangan"
"370","20","12","5","Sawit Seberang"
"371","21","12","5","Sirapit"
"372","22","12","5","Kutambaru"
"373","23","12","5","Pematang Jaya"
"374","1","12","6","Kabanjahe"
"375","2","12","6","Berastagi"
"376","3","12","6","Barusjahe"
"377","4","12","6","Tigapanah"
"378","5","12","6","Merek"
"379","6","12","6","Munte"
"380","7","12","6","Juhar"
"381","8","12","6","Tigabinanga"
"382","9","12","6","Laubaleng"
"383","10","12","6","Mardingding"
"384","11","12","6","Payung"
"385","12","12","6","Simpang Empat"
"386","13","12","6","Kutabuluh"
"387","14","12","6","Dolat Rayat"
"388","15","12","6","Merdeka"
"389","16","12","6","Naman Teran"
"390","17","12","6","Tiganderket"
"391","1","12","7","Gunung Meriah"
"392","2","12","7","Tanjung Morawa"
"393","3","12","7","Sibolangit"
"394","4","12","7","Kutalimbaru"
"395","5","12","7","Pancur Batu"
"396","6","12","7","Namorambe"
"397","7","12","7","Sibiru-biru"
"398","8","12","7","STM Hilir"
"399","9","12","7","Bangun Purba"
"400","19","12","7","Galang"
"401","20","12","7","STM Hulu"
"402","21","12","7","Patumbak"
"403","22","12","7","Deli Tua"
"404","23","12","7","Sunggal"
"405","24","12","7","Hamparan Perak"
"406","25","12","7","Labuhan Deli"
"407","26","12","7","Percut Sei Tuan"
"408","27","12","7","Batang Kuis"
"409","28","12","7","Lubuk Pakam"
"410","31","12","7","Pagar Merbau"
"411","32","12","7","Pantai Labu"
"412","33","12","7","Beringin"
"413","1","12","8","Siantar"
"414","2","12","8","Gunung Malela"
"415","3","12","8","Gunung Maligas"
"416","4","12","8","Panei"
"417","5","12","8","Panombeian Pane"
"418","6","12","8","Jorlang Hataran"
"419","7","12","8","Raya Kahean"
"420","8","12","8","Bosar Maligas"
"421","9","12","8","Sidamanik"
"422","10","12","8","Pematang Sidamanik"
"423","11","12","8","Tanah Jawa"
"424","12","12","8","Hatonduhan"
"425","13","12","8","Dolok Panribuan"
"426","14","12","8","Purba"
"427","15","12","8","Haranggaol Horison"
"428","16","12","8","Girsang Sipangan Bolon"
"429","17","12","8","Dolok Batu Nanggar"
"430","18","12","8","Huta Bayu Raja"
"431","19","12","8","Jawa Maraja Bah Jambi"
"432","20","12","8","Dolok Pardamean"
"433","21","12","8","Pematang Bandar"
"434","22","12","8","Bandar Huluan"
"435","23","12","8","Bandar"
"436","24","12","8","Bandar Masilam"
"437","25","12","8","Silimakuta"
"438","26","12","8","Dolok Silau"
"439","27","12","8","Silou Kahean"
"440","28","12","8","Tapian Dolok"
"441","29","12","8","Raya"
"442","30","12","8","Ujung Padang"
"443","31","12","8","Pamatang Silima Huta"
"444","32","12","8","Dolog Masagal"
"445","8","12","9","Meranti"
"446","9","12","9","Air Joman"
"447","10","12","9","Tanjung Balai"
"448","11","12","9","Sei Kepayang"
"449","12","12","9","Simpang Empat"
"450","13","12","9","Air Batu"
"451","14","12","9","Pulau Rakyat"
"452","15","12","9","Bandar Pulau"
"453","16","12","9","Buntu Pane"
"454","17","12","9","Bandar Pasir Mandoge"
"455","18","12","9","Aek Kuasan"
"456","19","12","9","Kota Kisaran Barat"
"457","20","12","9","Kota Kisaran Timur"
"458","21","12","9","Aek Songsongan"
"459","22","12","9","Rahunig"
"460","23","12","9","Sei Dadap"
"461","24","12","9","Sei Kepayang Barat"
"462","25","12","9","Sei Kepayang Timur"
"463","26","12","9","Tinggi Raja"
"464","27","12","9","Setia Janji"
"465","28","12","9","Silau Laut"
"466","29","12","9","Rawang Panca Arga"
"467","30","12","9","Pulo Bandring"
"468","31","12","9","Teluk Dalam"
"469","32","12","9","Aek Ledong"
"470","1","12","10","Rantau Utara"
"471","2","12","10","Rantau Selatan"
"472","7","12","10","Bilah Barat"
"473","8","12","10","Bilah Hilir"
"474","9","12","10","Bilah Hulu"
"475","14","12","10","Pangkatan"
"476","18","12","10","Panai Tengah"
"477","19","12","10","Panai Hilir"
"478","20","12","10","Panai Hulu"
"479","1","12","11","Sidikalang"
"480","2","12","11","Sumbul"
"481","3","12","11","Tigalingga"
"482","4","12","11","Siempat Nempu"
"483","5","12","11","Silima Pungga Pungga"
"484","6","12","11","Tanah Pinem"
"485","7","12","11","Siempat Nempu Hulu"
"486","8","12","11","Siempat Nempu Hilir"
"487","9","12","11","Pegagan Hilir"
"488","10","12","11","Parbuluan"
"489","11","12","11","Lae Parira"
"490","12","12","11","Gunung Sitember"
"491","13","12","11","Berampu"
"492","14","12","11","Silahisabungan"
"493","15","12","11","Sitinjo"
"494","1","12","12","Balige"
"495","2","12","12","Laguboti"
"496","3","12","12","Silaen"
"497","4","12","12","Habinsaran"
"498","5","12","12","Pintu Pohan Meranti"
"499","6","12","12","Borbor"
"500","7","12","12","Porsea"
"501","8","12","12","Ajibata"
"502","9","12","12","Lumban Julu"
"503","10","12","12","Uluan"
"504","19","12","12","Sigumpar"
"505","20","12","12","Siantar Narumonda"
"506","21","12","12","Nassau"
"507","22","12","12","Tampahan"
"508","23","12","12","Bonatua Lunasi"
"509","24","12","12","Parmaksian"
"510","1","12","13","Panyabungan"
"511","2","12","13","Panyabungan Utara"
"512","3","12","13","Panyabungan Timur"
"513","4","12","13","Panyabungan Selatan"
"514","5","12","13","Panyabungan Barat"
"515","6","12","13","Siabu"
"516","7","12","13","Bukit Malintang"
"517","8","12","13","Kotanopan"
"518","9","12","13","Lembah Sorik Marapi"
"519","10","12","13","Tambangan"
"520","11","12","13","Ulu Pungkut"
"521","12","12","13","Muara Sipongi"
"522","13","12","13","Batang Natal"
"523","14","12","13","Lingga Bayu"
"524","15","12","13","Batahan"
"525","16","12","13","Natal"
"526","17","12","13","Muara Batang Gadis"
"527","18","12","13","Ranto Baek"
"528","19","12","13","Huta Bargot"
"529","20","12","13","Puncak Sorik Marapi"
"530","21","12","13","Pakantan"
"531","22","12","13","Sinunukan"
"532","23","12","13","Naga Juang"
"533","1","12","14","Lolomatua"
"534","2","12","14","Gomo"
"535","3","12","14","Lahusa"
"536","4","12","14","Hibala"
"537","5","12","14","Pulau-Pulau Batu"
"538","6","12","14","Teluk Dalam"
"539","7","12","14","Amandraya"
"540","8","12","14","Lolowau"
"541","9","12","14","Susua"
"542","10","12","14","Maniamolo"
"543","11","12","14","Hilimegai"
"544","12","12","14","Toma"
"545","13","12","14","Mazino"
"546","14","12","14","Umbunasi"
"547","15","12","14","Aramo"
"548","16","12","14","Pulau-Pulau Batu Timur"
"549","17","12","14","Mazo"
"550","18","12","14","Fanayama"
"551","19","12","14","Ulunoyo"
"552","20","12","14","Huruna"
"553","21","12","14","O'o'u"
"554","22","12","14","Onohazumba"
"555","23","12","14","Hilisalawa'ahe"
"556","24","12","14","Ulususua"
"557","25","12","14","Sidua'ori"
"558","26","12","14","Somambawa"
"559","27","12","14","Boronadu"
"560","28","12","14","Simuk"
"561","29","12","14","Pulau-Pulau Batu Barat"
"562","30","12","14","Pulau-Pulau Batu Utara"
"563","31","12","14","Tanah Masa"
"564","32","12","14","Luahagundre Maniamolo"
"565","33","12","14","Onolalu"
"566","34","12","14","Ulu Idanotae"
"567","35","12","14","Idanotae"
"568","1","12","15","Sitelu Tali Urang Jehe"
"569","2","12","15","Kerajaan"
"570","3","12","15","Salak"
"571","4","12","15","Sitelu Tali Urang Julu"
"572","5","12","15","Pergetteng Getteng Sengkut"
"573","6","12","15","Pagindar"
"574","7","12","15","Tinada"
"575","8","12","15","Siempat Rube"
"576","1","12","16","Parlilitan"
"577","2","12","16","Pollung"
"578","3","12","16","Baktiraja"
"579","4","12","16","Paranginan"
"580","5","12","16","Lintong Nihuta"
"581","6","12","16","Dolok Sanggul"
"582","7","12","16","Sijamapolang"
"583","8","12","16","Onan Ganjang"
"584","9","12","16","Pakkat"
"585","10","12","16","Tarabintang"
"586","1","12","17","Simanindo"
"587","2","12","17","Onan Runggu"
"588","3","12","17","Nainggolan"
"589","4","12","17","Palipi"
"590","5","12","17","Harian"
"591","6","12","17","Sianjar Mula Mula"
"592","7","12","17","Ronggur Nihuta"
"593","8","12","17","Pangururan"
"594","9","12","17","Sitio-tio"
"595","1","12","18","Pantai Cermin"
"596","2","12","18","Perbaungan"
"597","3","12","18","Teluk Mengkudu"
"598","4","12","18","Sei Rampah"
"599","5","12","18","Tanjung Beringin"
"600","6","12","18","Bandar Khalipah"
"601","7","12","18","Dolok Merawan"
"602","8","12","18","Sipispis"
"603","9","12","18","Dolok Masihul"
"604","10","12","18","Kotarih"
"605","11","12","18","Silinda"
"606","12","12","18","Serba Jadi"
"607","13","12","18","Tebing Tinggi"
"608","14","12","18","Pegajahan"
"609","15","12","18","Sei Bamban"
"610","16","12","18","Tebing Syahbandar"
"611","17","12","18","Bintang Bayu"
"612","1","12","19","Medang Deras"
"613","2","12","19","Sei Suka"
"614","3","12","19","Air Putih"
"615","4","12","19","Lima Puluh"
"616","5","12","19","Talawi"
"617","6","12","19","Tanjung Tiram"
"618","7","12","19","Sei Balai"
"619","8","12","19","Laut Tador"
"620","9","12","19","Lima Puluh Pesisir"
"621","10","12","19","Datuk Lima Puluh"
"622","11","12","19","Datuk Tanah Datar"
"623","12","12","19","Nibung Hangus"
"624","1","12","20","Dolok Sigompulon"
"625","2","12","20","Dolok"
"626","3","12","20","Halongonan"
"627","4","12","20","Padang Bolak"
"628","5","12","20","Padang Bolak Julu"
"629","6","12","20","Portibi"
"630","7","12","20","Batang Onang"
"631","8","12","20","Simangambat"
"632","9","12","20","Hulu Sihapas"
"633","10","12","20","Padang Bolak Tenggara"
"634","11","12","20","Halongonan Timur"
"635","12","12","20","Ujung Batu"
"636","1","12","21","Sosopan"
"637","2","12","21","Barumun Tengah"
"638","3","12","21","Huristak"
"639","4","12","21","Lubuk Barumun"
"640","5","12","21","Huta Raja Tinggi"
"641","6","12","21","Ulu Barumun"
"642","7","12","21","Barumun"
"643","8","12","21","Sosa"
"644","9","12","21","Batang Lubu Sutam"
"645","10","12","21","Barumun Selatan"
"646","11","12","21","Aek Nabara Barumun"
"647","12","12","21","Sihapas Barumun"
"648","13","12","21","Barumun Baru"
"649","14","12","21","Ulu Sosa"
"650","15","12","21","Sosa Julu"
"651","16","12","21","Barumun Barat"
"652","17","12","21","Sosa Timur"
"653","1","12","22","Kotapinang"
"654","2","12","22","Kampung Rakyat"
"655","3","12","22","Torgamba"
"656","4","12","22","Sungai Kanan"
"657","5","12","22","Silangkitang"
"658","1","12","23","Kualuh Hulu"
"659","2","12","23","Kualuh Leidong"
"660","3","12","23","Kualuh Hilir"
"661","4","12","23","Aek Kuo"
"662","5","12","23","Marbau"
"663","6","12","23","Na IX - X"
"664","7","12","23","Aek Natas"
"665","8","12","23","Kualuh Selatan"
"666","1","12","24","Lotu"
"667","2","12","24","Sawo"
"668","3","12","24","Tuhemberua"
"669","4","12","24","Sitolu Ori"
"670","5","12","24","Namohalu Esiwa"
"671","6","12","24","Alasa Talumuzoi"
"672","7","12","24","Alasa"
"673","8","12","24","Tugala Oyo"
"674","9","12","24","Afulu"
"675","10","12","24","Lahewa"
"676","11","12","24","Lahewa Timur"
"677","1","12","25","Lahomi"
"678","2","12","25","Sirombu"
"679","3","12","25","Mandrehe Barat"
"680","4","12","25","Moro'o"
"681","5","12","25","Mandrehe"
"682","6","12","25","Mandrehe Utara"
"683","7","12","25","Lolofitu Moi"
"684","8","12","25","Ulu Moro'o"
"685","1","12","71","Medan Kota"
"686","2","12","71","Medan Sunggal"
"687","3","12","71","Medan Helvetia"
"688","4","12","71","Medan Denai"
"689","5","12","71","Medan Barat"
"690","6","12","71","Medan Deli"
"691","7","12","71","Medan Tuntungan"
"692","8","12","71","Medan Belawan"
"693","9","12","71","Medan Amplas"
"694","10","12","71","Medan Area"
"695","11","12","71","Medan Johor"
"696","12","12","71","Medan Marelan"
"697","13","12","71","Medan Labuhan"
"698","14","12","71","Medan Tembung"
"699","15","12","71","Medan Maimun"
"700","16","12","71","Medan Polonia"
"701","17","12","71","Medan Baru"
"702","18","12","71","Medan Perjuangan"
"703","19","12","71","Medan Petisah"
"704","20","12","71","Medan Timur"
"705","21","12","71","Medan Selayang"
"706","1","12","72","Siantar Timur"
"707","2","12","72","Siantar Barat"
"708","3","12","72","Siantar Utara"
"709","4","12","72","Siantar Selatan"
"710","5","12","72","Siantar Marihat"
"711","6","12","72","Siantar Martoba"
"712","7","12","72","Siantar Sitalasari"
"713","8","12","72","Siantar Marimbun"
"714","1","12","73","Sibolga Utara"
"715","2","12","73","Sibolga Kota"
"716","3","12","73","Sibolga Selatan"
"717","4","12","73","Sibolga Sambas"
"718","1","12","74","Tanjung Balai Selatan"
"719","2","12","74","Tanjung Balai Utara"
"720","3","12","74","Sei Tualang Raso"
"721","4","12","74","Teluk Nibung"
"722","5","12","74","Datuk Bandar"
"723","6","12","74","Datuk Bandar Timur"
"724","1","12","75","Binjai Utara"
"725","2","12","75","Binjai Kota"
"726","3","12","75","Binjai Barat"
"727","4","12","75","Binjai Timur"
"728","5","12","75","Binjai Selatan"
"729","1","12","76","Padang Hulu"
"730","2","12","76","Rambutan"
"731","3","12","76","Padang Hilir"
"732","4","12","76","Bajenis"
"733","5","12","76","Tebing Tinggi Kota"
"734","1","12","77","Padangsidimpuan Utara"
"735","2","12","77","Padangsidimpuan Selatan"
"736","3","12","77","Padangsidimpuan Batunadua"
"737","4","12","77","Padangsidimpuan Hutaimbaru"
"738","5","12","77","Padangsidimpuan Tenggara"
"739","6","12","77","Padangsidimpuan Angkola Julu"
"740","1","12","78","Gunungsitoli"
"741","2","12","78","Gunungsitoli Selatan"
"742","3","12","78","Gunungsitoli Utara"
"743","4","12","78","Gunungsitoli Idanoi"
"744","5","12","78","Gunungsitoli Alo'oa"
"745","6","12","78","Gunungsitoli Barat"
"746","1","13","1","Pancung Soal"
"747","2","13","1","Ranah Pesisir"
"748","3","13","1","Lengayang"
"749","4","13","1","Batang Kapas"
"750","5","13","1","IV Jurai"
"751","6","13","1","Bayang"
"752","7","13","1","Koto XI Tarusan"
"753","8","13","1","Sutera"
"754","9","13","1","Linggo Sari Baganti"
"755","10","13","1","Lunang"
"756","11","13","1","Basa Ampek Balai Tapan"
"757","12","13","1","IV Nagari Bayang Utara"
"758","13","13","1","Airpura"
"759","14","13","1","Ranah Ampek Hulu Tapan"
"760","15","13","1","Silaut"
"761","3","13","2","Pantai Cermin"
"762","4","13","2","Lembah Gumanti"
"763","5","13","2","Payung Sekaki"
"764","6","13","2","Lembang Jaya"
"765","7","13","2","Gunung Talang"
"766","8","13","2","Bukit Sundi"
"767","9","13","2","IX Koto Sungai Lasi"
"768","10","13","2","Kubung"
"769","11","13","2","X Koto Singkarak"
"770","12","13","2","X Koto Diatas"
"771","13","13","2","Junjung Sirih"
"772","17","13","2","Hiliran Gumanti"
"773","18","13","2","Tigo Lurah"
"774","19","13","2","Danau Kembar"
"775","3","13","3","Tanjung Gadang"
"776","4","13","3","Sijunjung"
"777","5","13","3","IV Nagari"
"778","6","13","3","Kamang Baru"
